,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
10,Publication,Analysis of electronic voting system in various countries,"['S Kumar', 'E Walia']",2011,International Journal on Computer Science and …,"Electronic voting refers to any system where a voter casts his or her ballot using an electronic  system, rather than a paper ballot ( , find out for the national systems surveyed in this paper.","['tgD_jnUAAAAJ', '']",84
11,Publication,The risk of e-voting,['TW Lauer'],2004,Electronic Journal of E-government,"paper considers two different e-voting schemes, Internet voting and direct recording electronic  (DRE) voting systems Early paper ballots could have been mere slips of paper, newspaper",['xTPcmZgAAAAJ'],109
12,Publication,"A review of contemporary e-voting: Requirements, technology, systems and usability","['KH Wang', 'SK Mondal', 'K Chan', 'X Xie']",2017,Data Science and Pattern …,some e-voting systems before we conclude the paper.  in voting is to enhance the efficiency  of traditional paper ballot  The question comes before every e-voting paper in the literature,"['1s4Em-gAAAAJ', 'tLKruz8AAAAJ', '', '']",67
13,Publication,Voting and technology: Who gets to count your vote?,"['DL Dill', 'B Schneier', 'B Simons']",2003,Communications of the ACM,"to record the vote on paper when the voter has finished voting.The voter reviews the paper  bal intentions, after which the paper ballot is deposited into a ballot box. Discrepancies can be","['uy8T6BYAAAAJ', '', '']",69
14,Publication,Principles and requirements for a secure e-voting system,['DA Gritzalis'],2002,Computers & Security,voting systems with the existing legal (ie constitutional) framework. The first aim of the paper  is to discuss whether an e-voting  that used for the paper ballots. Electoral equality requires,['5hIalXgAAAAJ'],229
15,Publication,Ballot design and unrecorded votes on paper-based ballots,"['DC Kimball', 'M Kropf']",2005,Public opinion quarterly,the effects of ballot design. We argue that the same theories used to design and evaluate  self-administered surveys can be used to analyze ballot features. We collect and code paper-,"['-Jv8t-wAAAAJ', 'GYH2xD4AAAAJ']",161
16,Publication,A better ballot box?,['R Mercuri'],2002,IEEE spectrum,"Twenty years ago, three-fourths of all US counties voted by paper ballot or mechanical lever  machines. In 2000, fewer than a third of them used such methods. Optically scanned, mark-",['-VmF6rIAAAAJ'],258
17,Publication,"Ballot paper cues and the vote in Australia and Britain: alphabetic voting, sex, and title","['J Kelley', 'I McAllister']",1984,Public Opinion Quarterly,"The ballot paper cues are the position of the candidate's name on the ballot paper, the  candidate's  These ballot paper influences have received varying but extensive treatments in the","['2h8EhAIAAAAJ', 'NvNmbP4AAAAJ']",132
18,Publication,An electronic secure voting system based on automatic paper ballot reading,"['I Goirizelaia', 'K Espinosa', 'JL Martin', 'J Lázaro']",2004,… Congress on Pattern …,"This paper describes a new electronic secure voting system, based on automatic paper ballot   Table 1 shows testing results of our system applied to automatic paper ballot reading. It is","['', '', 'iIg2qo8AAAAJ', 'qPleTo0AAAAJ']",7
19,Publication,Short paper: ballot secrecy for liquid democracy,"['M Nejadgholi', 'N Yang', 'J Clark']",2021,International Conference on Financial …,"In this paper, we consider how ballot secrecy should be  The purpose of the paper is not to  affirm liquid democracy; rather, it is  liquid democracy could effortlessly support a secret ballot.","['', '', 'oQrvLjYAAAAJ']",1
20,Publication,Voter mobilization meets egovernment: Turnout and voting by mail from online or paper ballot request,"['CB Mann', 'G Mayhew']",2015,Journal of Political Marketing,paper ballot application process than the online ballot request system. We also find that  promoting the traditional paper ballot  turnout than promoting the online ballot request system.,"['3HWFZdsAAAAJ', '']",16
21,Publication,Ballot paper photographs and low-information elections in Ireland,"['F Buckley', 'N Collins', 'T Reidy']",2007,Politics,"In the second ballot paper the same candidates appeared but with their party affiliations.  This ballot paper acted as a control. In all, there were 12 candidates on the paper, 9 men and 3","['UA6TNpcAAAAJ', 'NVXoRPUAAAAJ', '4ZJN2dIAAAAJ']",68
22,Publication,Biases in local government elections due to position on the ballot paper,"['D Brook', 'GJG Upton']",1974,Journal of the Royal Statistical Society …,This study of the 1973 Local Government Elections in England and Wales shows that the  position of a candidate's name on the ballot paper can have an important effect in terms of the,"['', '']",68
23,Publication,The Australian ballot: Not the secret ballot,['P Brent'],2006,Australian Journal of Political Science,"However, this also depended on the type of ballot paper used under the Australian ballot  and the degree of ticket-voting incorporated, and to what extent ‘ticket-splitting’ was facilitated.",[''],40
24,Publication,A pc-based open-source voting machine with an accessible voter-verifiable paper ballot,"['AM Keller', 'A Dechert', 'K Auerbach']",2004,한국디지털정책학회 …,", computers to validate that the ballot properly reflects the voter's choices. The paper ballot  is cast by placing it into a ballot box. Once cast, that paper ballot is the authoritative record of","['', '', '']",16
25,Publication,Ballot-marking devices cannot ensure the will of the voters,"['AW Appel', 'RA DeMillo', 'PB Stark']",2020,Election Law Journal: Rules …,BMD+Scanner all-in-one machines 8 provide the voter a touchscreen (or other) interface to  input ballot choices and print a paper ballot that is ejected from a slot for the voter to inspect.,"['wC_ntLYAAAAJ', 'Pil9rEEAAAAJ', '5EMVIoEAAAAJ']",26
26,Publication,Winners and losers of the ballot: electronic vs. traditional paper voting systems in Brazil,"['R Schneider', 'KN Senters']",2018,Latin American Politics and Society,"If voters relied on ballot cues to vote in traditional paper ballot systems, we would expect  that removing ballot cues would decrease nonviable candidates’ vote shares, given that","['yWSTNnUAAAAJ', '']",7
27,Publication,Facing the voters: The potential impact of ballot paper photographs in British elections,"['R Johns', 'M Shephard']",2011,Political Studies,"this impact in the absence of ballot paper photographs. Taken together, the two comparisons  enable us to gauge the extent to which ballot paper photographs magnify any impact of","['n6B5gMMAAAAJ', 'gZZzNigAAAAJ']",50
28,Publication,The determination of the optimum position on a ballot paper,"['GJG Upton', 'D Brook']",1975,Journal of the Royal Statistical Society …,"candidate's name on the ballot paper has a significant bearing  their descending order on  the ballot paper, and showed that  towards the bottom of the ballot paper, were disadvantaged.","['', '']",21
29,Publication,Ballot position effects,"['R Darcy', 'I McAllister']",1990,Electoral Studies,"This paper reviews and evaluates the available research on  The issue of whether or not  position on the ballot paper  at or near the top of the ballot. Conversely, an almost equally large","['', 'NvNmbP4AAAAJ']",128
