,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
16,Publication,Survey of Mexicans living in the US on absentee voting in Mexican elections,"['R Suro', 'G Escobar']",2007,NA,absentee voting for Mexicans abroad. About a third knew that the deadline for seeking   absentee ballot had just passed at the time of the survey. Only one of every ten eligible voters,"['DaBoXHMAAAAJ', '']",59
17,Publication,Comparing absentee and precinct voters: Voting on direct legislation,"['JA Dubin', 'GA Kalsow']",1996,Political Behavior,This paper addresses issues related to how absentee voters actually cast their ballots on   absentee and precinct voters. We analyze the voting behavior of precinct and absentee voters,"['', '']",25
18,Publication,The Uniformed and Overseas Citizens Absentee Voting Act: Background and Issues,['KJ Coleman'],2007,NA,Assistance Program conducted a post-election survey of voters covered by UOCAVA 2004  in an effort to make improvements to the absentee voting process. Participation was voluntary,[''],14
19,Publication,The Uniformed and Overseas Citizens Absentee Voting Act: Overview and Issues,['KJ Coleman'],2012,NA,"absentee voting laws. Such laws generally extended absentee voting rights to those absent  from their voting district, but who were permitted to send an absentee ballot by mail from",[''],6
20,Publication,Aging into absentee voting: Evidence from texas,"['M Meredith', 'Z Endter']",2015,NA,"voters disproportionately prefer to cast mail ballots. Thus, we would like to know if no-excuse  absentee voting  The present research on absentee voting is ill-equipped to answer this and","['DLqTwcsAAAAJ', '']",11
21,Publication,Judicial Review of Absentee Voting Laws: How Courts Should Balance State Interests Against the Fundamental Right to Vote Going Forward,['SH Lee'],2019,Iowa L. Rev.,"has been historically viewed as a narrow exception to traditional voting recent  absentee  voting process asfunctionally equivalent to voting at the polls. Therefore, any absentee voting",[''],8
22,Publication,The Uniformed and Overseas Citizens Absentee Voting Act: Background and Issues for the 107th Congress,['KJ Coleman'],2002,NA,"-free, federal post card application to request an absentee ballot; it also instructed secretaries  of state to prepare an appropriate number of “official war ballots,” which listed federal office",[''],5
23,Publication,The uniformed and overseas citizens absentee voting act: Overview and issues,['KJ Coleman'],2010,NA,", if requested by the voter. The act would retain  absentee ballot application because it was  submitted before the date on which the state accepts such applications from absentee voters",[''],2
24,Publication,How absentee voting works in Minnesota,['R Smith'],2009,NA,"This document consists of a series of flowcharts to illustrate how the entire absentee voting   stage of absentee voting – obtaining a ballot, casting a ballot, and the review of the ballot to",[''],0
25,Publication,"Early, Absentee, and Mail‐in Voting","['RM Stein', 'G Vonnahme']",2010,The Oxford handbook of American …,"This article describes what is known and what is not known about voting early. It specifically  refers to absentee voting, mail-in voting, and in-person early voting generally as ‘early voting’","['Ni7lCE0AAAAJ', '']",16
26,Publication,Remotegrity: Design and use of an end-to-end verifiable remote voting system,"['F Zagórski', 'RT Carback', 'D Chaum', 'J Clark']",2013,… Conference on Applied …,We propose and implement a cryptographically end-to-end verifiable (E2E) remote voting  system for absentee voters and report on its deployment in a binding municipal election in,"['CxAu09cAAAAJ', 'MMmq2jUAAAAJ', '', 'oQrvLjYAAAAJ']",96
27,Publication,Absentee voting: Issues and options,['ED Feigenbaum'],1987,NA,"about how to run an absentee voting system. Rather, after reviewing federal requirements,  we will take the reader on a tour through the absentee voting process noting at each step the",[''],1
28,Publication,Military and Absentee Voting in the United States: History and Modern Practice,['DS Inbody'],2021,Oxford Research Encyclopedia of Politics,"Resistance to absentee voting was strong at first, largely on  in voting, or absentee voting  inviting vote fraud). It was also resisted by political parties who were convinced that those voters",['WypJ78AAAAAJ'],0
29,Publication,"Absent voting, the Help America Vote Act 2002, and the American overseas voter: An analysis of policy effectiveness and political participation",['J Murray'],2012,NA,"overseas absent voting. By synthesising the historical literature of American overseas  absent voting, this thesis provides new insight into the structure of overseas absent voting. This",['_f2axOYAAAAJ'],7
