,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
19,Publication,A practical voter-verifiable election scheme,"['D Chaum', 'PYA Ryan', 'S Schneider']",2005,European Symposium on Research …,We present an election scheme designed to allow voters to verify that their vote is accurately  included in the count. The scheme provides a high degree of transparency whilst ensuring,"['', 'k2Uy_t4AAAAJ', 'RpVDhIoAAAAJ']",485
20,Publication,Towards an open standard vote verification framework in electronic voting systems,"['AFN Al-Shammari', 'A Villafiorita']",2012,… Reliability and Security,"In contrast, the receipt in the Votegrity system is printed by a small printer attached to Votegrity  DRE. The printer prints a double side two-layer transparent receipt in a way that the two","['-jumP2gAAAAJ', 'nVHJXcQAAAAJ']",2
21,Publication,Punchscan with independent ballot sheets: Simplifying ballot printing and distribution with independently selected ballot halves,"['RT Carback', 'S Popoveniuc', 'AT Sherman']",2007,Proceedings of the 2007 …,"We propose and implement a modification to the Punchscan protocol that simplifies ballot  printing and distribution. In this improved version, each voter creates a ballot at the polling","['MMmq2jUAAAAJ', 'jbJoQfwAAAAJ', 'ZzWjYkEAAAAJ']",17
22,Publication,Understanding the development trends of electronic voting systems,"['AFN Al-Shammari', 'A Villafiorita']",2012,… Reliability and Security,"In contrast, a small printer attached to Votegrity DRE prints the receipt in Votegrity system.  The printer prints a double side two-layer transparent receipt in a way that when those layers","['-jumP2gAAAAJ', 'nVHJXcQAAAAJ']",13
23,Publication,E2E Verifiable Electronic Voting System for Shareholders,"['S Bag', 'F Hao']",2019,2019 IEEE Conference on Dependable and …,In this paper we propose an end-to-end (E2E) verifiable online shareholder voting system.  Our system allows different voters to have different weights associated with their votes. These,"['yjN5UoUAAAAJ', 'RHaZFqcAAAAJ']",0
24,Publication,Scantegrity: End-to-end voter-verifiable optical-scan voting,"['D Chaum', 'A Essex', 'R Carback', 'J Clark']",2008,IEEE Security & …,"Scantegrity is a security enhancement for optical scan voting systems. It's part of an emerging  class of ""end-to-end"" independent election verification systems that permit each voter to","['', 'miGbuS4AAAAJ', 'MMmq2jUAAAAJ', 'oQrvLjYAAAAJ']",244
25,Publication,Cryptographic Voting Protocols: A Systems Perspective.,"['C Karlof', 'N Sastry', 'DA Wagner']",2005,USENIX Security Symposium,"Voting companies Votegrity and VoteHere have implemented Chaum’s and Neff’s  schemes, respectively. These schemes represent a significant advance over previous DRE-based","['', 'bsDeOEoAAAAJ', '67kghxAAAAAJ']",192
26,Publication,A synthesis of vote verification methods in electronic voting systems,"['AFN Al-Shammari', 'A Villafiorita']",2014,"Design, Development, and Use of …","To highlight the vote verification in Votegrity, we will describe in the following paragraph the  voter  The Votegrity cryptographic protocol uses the layout and orientation of the two pixel","['-jumP2gAAAAJ', 'nVHJXcQAAAAJ']",3
27,Publication,A secure end-to-end verifiable e-voting system using zero knowledge based blockchain,"['S Panja', 'BK Roy']",2018,Cryptology ePrint Archive,"In this paper, we present a cryptographic technique for an authenticated, end-to-end  verifiable and secret ballot election. Voters should receive assurance that their vote is cast as","['', '']",25
28,Publication,An overview of end-to-end verifiable voting systems,"['ST Ali', 'J Murray']",2016,Real-World Electronic Voting,2 Votegrity uses visual  Votegrity offer what are arguably E2E security properties but these  are primarily theoretical protocols based on abstract and idealized assumptions. Votegrity is,"['0du4338AAAAJ', '']",53
29,Publication,Securing optical-scan voting,"['S Popoveniuc', 'J Clark', 'R Carback', 'A Essex']",2010,Towards Trustworthy …,"This paper presents a method for adding end-to-end verifiability to any optical-scan vote  counting system. A serial number and set of letters, paired with every candidate, are printed on","['jbJoQfwAAAAJ', 'oQrvLjYAAAAJ', 'MMmq2jUAAAAJ', 'miGbuS4AAAAJ']",11
