,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
10,Publication,Adopter ou abandonner les ordinateurs de vote? Une focale locale sur les procédures démocratiques,['N Dompnier'],2015,NA,Adopter ou abandonner les ordinateurs de vote ? Une focale locale sur les procédures  démocratiques - Archive ouverte HAL  Adopter ou abandonner les ordinateurs de vote ? Une,[''],2
11,Publication,Les ordinateurs de vote: une nouvelle donne politique et technique,['N Dompnier'],2007,Revue politique et parlementaire,Les ordinateurs de vote : une nouvelle donne politique et technique - Archive ouverte HAL   Les ordinateurs de vote : une nouvelle donne politique et technique  Les ordinateurs de,[''],2
12,Publication,Le vote électronique en France: opaque & invérifiable,['C Enguehard'],2007,"… . Technologie de l'information, culture & …",": les ordinateurs de vote (dénommés ""machines à voter"" par le code électoral3), le vote par  internet et les kiosques électroniques. Les ordinateurs de vote  d'ordinateurs de vote ont été",[''],6
13,Publication,Au feu les pompiers (constitutionnels)!-A propos du vote électronique,['GJ Guglielmi'],2007,NA,Tous les électeurs qui sont obligés à utiliser les ordinateurs de vote dans leur bureau peuvent  saisir le président du bureau de vote d’une réclamation. Il en est de même des électeurs,[''],0
14,Publication,Le vote est-il un service dématérialisable?,['H Suaudeau'],2017,… RESeaux (JRES) de l'enseignement et de la …,"En 2007, la liste des communes autorisées à utiliser ces ordinateurs de vote a été gelée.   — Membre de la direction nationale de Ordinateurs-de-Vote.org « Citoyens et informaticiens",['fyyGpAQAAAAJ'],0
15,Publication,Overvoting and representation: An examination of overvoted presidential ballots in Broward and Miami-Dade Counties,"['MC Herron', 'JS Sekhon']",2003,Electoral Studies,"images of all ballots cast in these counties for the 2000 election, we identify several  definitive patterns among overvoted ballots. First, we show that ballots with overvotes on non-","['Qkeb19oAAAAJ', 'FjdjShkAAAAJ']",101
16,Publication,The wrong man is president! Overvotes in the 2000 presidential election in Florida,['WR Mebane'],2004,Perspectives on Politics,"Using ballot-level data from the NORC Florida ballots project and ballot-image files, I argue  that overvoted ballots in the 2000 presidential election in Florida included more than 50,000",[''],87
17,Publication,"Who overvotes, who undervotes, using punchcards? Evidence from Los Angeles County","['DEB Sinclair', 'RM Alvarez']",2004,Political Research Quarterly,"“ ro llo ff rate,” result from three diff e rent problems: overvoted ballots (ballots  ballots (ballots  whe re there is no indication of a vote for a race), and spoiled or uncounted ballots (ballots","['USx6U-MAAAAJ', '']",75
18,Publication,"Misvotes, undervotes and overvotes: The 2000 presidential election in Florida","['A Agresti', 'B Presnell']",2002,Statistical Science,"have affected the outcome of the election in Florida, such as the undervote in counties that  used a punch-card ballot and the overvote in counties that used multicolumn and multipage","['U4DmBBMAAAAJ', 'cUQ7YCMAAAAJ']",40
19,Publication,Overvoting and the equality of voice under instant-runoff voting in San Francisco,"['F Neely', 'J McDaniel']",2015,California Journal of Politics and Policy,We use these ballot image data to build the overvote dependent variable central to the   those overvotes that disqualify the ballot. This differs from past work that counts any overvote (,"['', '']",21
20,Publication,Ballot design and unrecorded votes on paper-based ballots,"['DC Kimball', 'M Kropf']",2005,Public opinion quarterly,We also examine the impact of ballot features on overvotes  that overvotes are almost  entirely a function of ballot features  that the ballot index is a significant predictor of overvotes.,"['-Jv8t-wAAAAJ', 'GYH2xD4AAAAJ']",161
21,Publication,Voting technologies and residual ballots in the 2000 and 2004 presidential elections,['B Warf'],2006,Political Geography,"The accurate counting of ballots is  residual ballots (overvotes and undervotes) across US  counties in the presidential elections of 2000 and 2004. In the 2000 election, 1.9 million ballots",['Xdch4-0AAAAJ'],24
22,Publication,"Whose votes count? Undervotes, overvotes, and ranking in San Francisco's instant-runoff elections","['F Neely', 'C Cook']",2008,American Politics Research,"Undervotes are IRV ballots that were left blank for a given contest. Overvotes are IRV ballots   , as hypothesized, the more complex IRV ballot led to more errors that resulted in overvotes.","['', '']",35
23,Publication,"Measuring the usability of paper ballots: Efficiency, effectiveness, and satisfaction","['SP Everett', 'MD Byrne']",2006,Proceedings of the Human …,"Whereas most studies of error in this domain rely on indirect measures such as overvote  rates, our measure was much more direct. While the overall rate of 0.01 error per race (1%)","['', 'DalLJdYAAAAJ']",90
24,Publication,"… ON VOTER PARTICIPATION: PUNCH CARD VOTING SYSTEMS IN OHIO (MACHINES, ELECTION ADMINISTRATION, OVERVOTING, EQUIPMENT, BALLOT FORM …",['JL Fraser'],1985,NA,of the ballot will be examined in chapter 4. Are voters overvoting in the les ser contests on  the ballot  The extent to which voters are encouraged to vote at the bottom of the ballot will be,[''],9
25,Publication,Voting technologies,['C Stewart III'],2011,Annual Review of Political Science,"The bulk of the voting technology literature has focused on explaining how voting  technologies influence residual votes, that is, blank, undervoted, and overvoted ballots. With the",['VBbHdKMAAAAJ'],46
26,Publication,How does voting equipment affect the racial gap in voided ballots?,"['M Tomz', 'RPV Houweling']",2003,American Journal of Political …,"Many counties tabulate optical ballots at central locations, but some have the ability to scan  ballots at the precinct and alert people who overvoted or undervoted. Counties do not always","['uQ1rl0UAAAAJ', 'dMBpn60AAAAJ']",182
27,Publication,Ballot design and invalid votes: Evidence from Colombia,"['M Pachón', 'R Carroll', 'H Barragán']",2017,Electoral Studies,"Some of these are “overvotes,” where a voter makes additional marks that exceed the  maximum allowed. Others are “undervotes,” where a voter fails to mark some aspect of the","['Ezk91lwAAAAJ', '3G5z3fQAAAAJ', 'FOQomOsAAAAJ']",35
28,Publication,The unfortunate natural experiment in ballot design: the Scottish Parliamentary Elections of 2007,"['C Carman', 'J Mitchell', 'R Johns']",2008,Electoral Studies,"Using zero-truncated negative binomial regression to model total residual votes as well  as constituency and regional undervotes and overvotes, we find clear evidence that these","['', 'ge_cFNMAAAAJ', 'n6B5gMMAAAAJ']",38
29,Publication,"Goodbye chads, butterfly ballots, overvotes and recount ruckuses! Election reform in Florida: 2000-2003",['SA MacManus'],2003,… on Election Reform: Politics and Policy …,"to report overvotes and undervotes for the top-of-the-ballot race to  Overall the percentage  of uncounted ballots (overvotes,  , punch card tabulators and paper ballots to precinct-based",[''],7
