,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
12,Publication,Voting technology: The not-so-simple act of casting a ballot,"['PS Herrnson', 'RG Niemi', 'MJ Hanmer', 'BB Bederson']",2009,NA,"Hanging chads, a butterfly ballot, and the Supreme Court  physical process of casting a ballot,  yet several recent contests  about the interaction between ballot format and voter behavior.","['', '', 'Lua5dA4AAAAJ', 'IcW1vJEAAAAJ']",146
13,Publication,Is voting skin-deep? Estimating the effect of candidate ballot photographs on election outcomes,"['A Leigh', 'T Susilo']",2009,Journal of Economic Psychology,"Bill Shepheard, the Northern Territory Electoral Commissioner, who devoted a great deal of  time and energy to obtaining permission for us to use the ballot papers that form the basis of","['NaSxLIQAAAAJ', 'MaOu7N8AAAAJ']",64
14,Publication,The Short Ballot Safe in Virginia,['GW Spicer'],1932,Nat'l Mun. Rev.,"THE short ballot in Virginia was introduced by constitutional amendments approved by  the  , the superintendent of public instruction and the commissioner of agriculture and immigration.",[''],0
15,Publication,The IEEE 802.16 WirelessMAN Standard for Broadband Wireless Metropolitan Area Networks,['RB Marks'],2003,Apr,documents • Join the Sponsor Ballot Pool • Vote and comment on draft standards • Must join  the IEEE Standards Association to vote • Producers and Users must both be in ballot group,['Y16XRjUAAAAJ'],20
16,Publication,"Measuring the usability of paper ballots: Efficiency, effectiveness, and satisfaction","['SP Everett', 'MD Byrne']",2006,Proceedings of the Human …,to the area and could  ballot completion times for the three ballot types evaluated in the  study. There were no significant differences between ballot types on the ballot completion,"['', 'DalLJdYAAAAJ']",90
17,Publication,"Modular design of physical internet transport, handling and packaging containers","['B Montreuil', 'E Ballot', 'W Tremblay']",2014,NA,in which haulers will transport loads from the staging area to their storage location.  the  staging area. As described above unloaders move loads from inbound doors to the staging area.,"['fLLmxRsAAAAJ', 'lICLCJ8AAAAJ', '']",59
18,Publication,"The affects of vote by mail on voter turnout, cost of elections, and ballot completion in the state of Washington from 1992 to 2012",['PJ McDonald'],2014,NA,"demonstrates a decrease in voter participation and ballot completion, and an increase in  election costs. With poll site voting, ballot shortages are common and unscrupulous poll",[''],2
19,Publication,"Usability of voting systems: Baseline data for paper, punch cards, and lever machines","['MD Byrne', 'KK Greene', 'SP Everett']",2007,… of the SIGCHI conference on Human …,"We report an experiment assessing the usability of punch cards, lever machines, and two  forms of paper ballot. There were no differences in ballot completion time between the four","['DalLJdYAAAAJ', '', '']",107
20,Publication,CONFIDENTIAL CERN/FC/1783,"['C Modernes', 'B und Monierbau', 'E Industrielle', 'L Ballot']",1974,NA,"This adjudication concerns the civil engineering work in the North experimental area of  the 300 GeV accelerator.  2, 930 m long and 4 x 3 m in cross-section, with a branch tunnel","['', '', '', '']",0
21,Publication,Universal design ballot interfaces on voting performance and satisfaction of voters with and without vision loss,"['ST Lee', 'YE Liu', 'L Ruzic', 'J Sanford']",2016,… of the 2016 CHI Conference on …,"The mean ballot completion time on the ballot designs also differed by the three groups (  is limited to touch only yes or no button, resulting often touched the area that stated the contest","['', 'Z-OeMUEAAAAJ', 'ZXn2tioAAAAJ', 'NjnhJicAAAAJ']",6
22,Publication,Using a QR code to register voters in a family medicine residency clinic,"['Y Nakamura', 'BM Nguyen', 'V Muppala']",2022,NA,", one absentee ballot request, and one incomplete absentee ballot request. Staff work area  flyers produced seven  Of these interactions, the online form completion rate was 90 percent.","['', 'JMHTXSkAAAAJ', '']",0
23,Publication,How To Build an Undervoting Machine: Lessons from an Alternative Ballot Design,"['KK Greene', 'MD Byrne', 'SN Goggin']",2013,2013 Electronic Voting Technology …,"important research area. For  ballot completion times. The most striking effects of navigation  type on efficiency were seen in the undirected information condition, where ballot completion","['', 'DalLJdYAAAAJ', 'pnZl6qcAAAAJ']",5
24,Publication,Reducing the undervote with vote by mail,"['A Menger', 'RM Stein']",2018,American Politics …,We study how ballot completion levels in Colorado responded to the adoption of universal  vote by mail elections (VBM). VBM systems are among the most widespread and significant,"['', 'Ni7lCE0AAAAJ']",12
25,Publication,Electronic voting machines and ballot roll-off,"['SM Nichols', 'GA Strizek']",1995,American Politics Quarterly,"Voters new to an area are less likely to have acquired information about local politics and   gation to finish the ballot or merely allowed for better accounting of ballot completion; either,","['', '']",126
26,Publication,Toward more usable electronic voting: Testing the usability of a smartphone voting system,"['BA Campbell', 'CC Tossell', 'MD Byrne']",2014,Human factors,"Much of the concern about mobile voting is in the area of security; therefore, although these   impact of these comparatively long ballot completion times, all ballot completion times were","['', 'nrKR00MAAAAJ', 'DalLJdYAAAAJ']",18
27,Publication,"First come, first served: The effect of ballot position on electoral success in open ballot PR elections",['G Lutz'],2010,Representation,"effect of the ballot position on electoral success of candidates in an open ballot proportional   existence and the magnitude of ballot position effects in open ballot PR elections, and such",['hDY98NEAAAAJ'],143
28,Publication,Evaluation of an educational program to prevent adolescent pregnancy,"['A Mitchell-DiCenso', 'BH Thomas']",1997,Health Education & …,move out of the area in the next few  ballot was developed to allay parental concerns that  exposure to sensitive questions might promote sexual activity. The process of ballot completion,"['MqLugIUAAAAJ', '']",68
29,Publication,How to assess the usability metrics of e-voting schemes,"['K Marky', 'ML Zollinger', 'M Funk', 'PYA Ryan']",2019,… Conference on Financial …,completion times have been assessed in user studies in the literature: (1) the ballot completion   This work has been co-funded by the DFG as part of project “Area D.1” within the RTG,"['FycJHgUAAAAJ', 'UTfwaO0AAAAJ', '43tbcOoAAAAJ', 'k2Uy_t4AAAAJ']",13
