,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
19,Publication,Missed one! How ballot layout and visual task strategy can interact to produce voting errors,"['J Engels', 'X Wang', 'MD Byrne']",2020,International Conference on Cognitive …,"the ballot with its hand while doing so. However, the ballot is typical in visual layout, which   the visual characteristics of the ballot, we believe coloring the ballot does not give the model","['yVPnVK8AAAAJ', 'OLSM9dgAAAAJ', 'DalLJdYAAAAJ']",2
20,Publication,Ballot design and unrecorded votes on paper-based ballots,"['DC Kimball', 'M Kropf']",2005,Public opinion quarterly,"When considering the layout of offices and candidate names on a ballot, we hypothesize  that the use of shading and boldface fonts can help guide people through the voting process.","['-Jv8t-wAAAAJ', 'GYH2xD4AAAAJ']",161
21,Publication,"First come, first served: The effect of ballot position on electoral success in open ballot PR elections",['G Lutz'],2010,Representation,"Geys and Heyndels (2003a, 2003b) find very strong effects of ballot layout in an open ballot  PR election. Ortega Villodres (2003) finds a ballot position effect in the Finnish preferential",['hDY98NEAAAAJ'],143
22,Publication,Ballot design options,['RM Alvarez'],2002,NA,"Each of these ballot layout features in touchscreen systems requires scientific study. To my  knowledge, neither election administrators nor election system vendors undertake serious",[''],9
23,Publication,Analyze and Understand the Layout Characteristics of Ballot Image,"['G Xiao', 'J Shen', 'J Chen', 'F Gao']",2008,2008 International Symposium …,"As the layout structures (geometric structure and logical  ballot images are identical, in  generally, in the same Ballot Count, we do not need to realize layout understanding of every ballot","['', '', '', '']",2
24,Publication,Computational Modeling Reveals How Navigation Strategy and Ballot Layout Lead to Voter Error,['X Wang'],2020,NA,"any ballot layout with a  ballot through each voting model repeatedly, the system will produce  an assessment of whether the ballot is likely to lead to errors and at which parts of the ballot",[''],0
25,Publication,Does high on the ballot means highly competent? Explaining the ballot position effect in list-PR systems,"['R Devroe', 'B Wauters']",2020,Acta Politica,"This study complements the literature on ballot layout effects by highlighting the cognitive  decisions and mechanisms behind the ballot position effect. In list-PR systems, three","['', 'c9tJ2EUAAAAJ']",18
26,Publication,"How the world votes: the political consequences of ballot design, innovation and manipulation","['A Reynolds', 'M Steenbergen']",2006,Electoral Studies,"ballot rates or are essential tools for illiterate voters. Rather, the negative correlation between  ballot  symbolism, implies that ballot papers symbols, photographs, layout, and color are of","['zPrSjmMAAAAJ', 'T03VQ4gAAAAJ']",110
27,Publication,The unconsidered ballot: How design effects voting behavior,['SK Roth'],1994,Visible Language,"The federal government has published recommended engineering and performance  standards for some voting systems, but detailed federal standards regarding ballot layout and",['-0iEDTUAAAAJ'],17
28,Publication,How campaigns respond to ballot position: A new mechanism for order effects,"['S Gulzar', 'TS Robinson', 'NA Ruiz']",2022,The Journal of Politics,"an average of eight party lists on each municipality ballot. Council ballots have a conventional  ballot design with a single-column layout, with party logos, and without candidate pictures.","['EDq5FvQAAAAJ', 'bxgsaIAAAAAJ', 'RdypvhgAAAAJ']",5
29,Publication,EZ ballot with multimodal inputs and outputs,"['S Lee', 'X Xiong', 'LE Yilin', 'J Sanford']",2012,Proceedings of the 14th …,"To address accessibility problems, we developed the EZ Ballot. The linear layout of the EZ  ballot structure fundamentally re-conceptualizes ballot design to provide the same simple and","['', '', 'Z-OeMUEAAAAJ', 'NjnhJicAAAAJ']",10
