,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
10,Publication,A unified evaluation of two-candidate ballot-polling election auditing methods,"['Z Huang', 'RL Rivest', 'PB Stark', 'VJ Teague']",2020,… Joint Conference on …,We present results that unify and shed light upon ‘ballot-polling’ RLAs and BAs (which  only require the ability to sample uniformly at random from all cast ballot cards) for two-candidate,"['', '6qE0tdAAAAAJ', '5EMVIoEAAAAJ', '3CVS_xYAAAAJ']",6
11,Publication,2015 Neuchâtel's cast-as-intended verification mechanism,"['D Galindo', 'S Guasch', 'J Puiggali']",2015,… Conference on E-Voting and Identity,", they cast a new vote. However, what happens if voters are not allowed to cast more than  one ballot (aka single vote casting)? In this paper we propose a simple ballot casting protocol,","['1ApKnFgAAAAJ', '', '']",58
12,Publication,Online versus offline: Exploring the link between how candidates campaign and how voters cast their ballot,['S Trumm'],2021,European Journal of Political Research,"The Internet is playing an increasingly important role in shaping citizens’ political experience.  We turn to it to consume political news and, in some countries, to even cast our ballots at",['ZXbrhTMAAAAJ'],1
13,Publication,Ballot Casting Assurance via Voter-Initiated Poll Station Auditing.,['J Benaloh'],2007,EVT,"The fact, however, is that the risk is not precisely in a voter using the arithmetic value of an  encrypted ballot as a basis to decide whether or not to cast the ballot. The actual risk is that a",[''],147
14,Publication,Voting by mail and ballot rejection: Lessons from Florida for elections in the age of the coronavirus,"['A Baringer', 'MC Herron', 'DA Smith']",2020,Election Law Journal: Rules …,"In 2018, of the roughly 33,000 voters who cast a VBM ballot for the first time (which we  determine using the statewide vote history file), 4,137 had their ballots rejected, or 3.1 percent.","['', 'Qkeb19oAAAAJ', 'Z8Ni8X0AAAAJ']",23
15,Publication,The Administration of Cast Vote Records in US States,['S Kuriwaki'],2020,NA,"In these states where cast vote record collection is not centralized, research on voting  behavior becomes more time intensive but by no means impossible. Gerber and Lewis (2004)",['V9l8POIAAAAJ'],3
16,Publication,"Off the record: Unrecorded legislative votes, selection bias and roll-call vote analysis","['CJ Carrubba', 'M Gabel', 'L Murrah', 'R Clough']",2006,British Journal of …,"of RCVs with respect to three vote characteristics: (1) the identity of the RCV requesting party  group, (2) the issue area of the vote, and (3) the legislative importance of the vote. The first","['o-L0yxsAAAAJ', 'OmQlgq8AAAAJ', '', '']",383
17,Publication,Ground Truth Validation of Survey Estimates of Split-Ticket Voting with Cast Vote Records Data,"['A Agadjanian', 'J Robinson']",2019,Available at SSRN 3443722,The votes voters cast in their ballots get sent to the cast vote record (or ballot image log)  database where individual level votes are stored. Our CVR data only comes from certain,"['WygnEIoAAAAJ', '']",2
18,Publication,Cast Vote Records Common Data Format Specification Version 1.0,['JP Wack'],2019,NA,This document is a specification for a common data format for cast vote records (CVR)  produced by vote-capture devices such as ballot scanners. It supports the interoperable export of,[''],0
19,Publication,"One person, one vote: Estimating the prevalence of double voting in US presidential elections","['S Goel', 'M Meredith', 'M Morse', 'D Rothschild']",2020,American Political …,"used to cast a ballot nonetheless has a vote record associated with it. Similarly, let fn  represent the probability of a false negative, such that a registration","['Vv8UdowAAAAJ', 'DLqTwcsAAAAJ', 'qsBt8msAAAAJ', 'aXGTpLgAAAAJ']",38
20,Publication,Record UAP Vote Cast; Bowman's Margin Large,['EC J-Is'],NA,NA,"system, Bowman gained a majority of the total vote. No offIcial talies of the complete totais  after redstribution have been received by The Tech. Bowman will officially take office as UAP",[''],0
21,Publication,VAULT: Verifiable audits using limited transparency,"['J Benaloh', 'PB Stark', 'V Teague']",2019,Proc. E-Vote-ID 2019,Ballot-comparison audits are possible only if the vote tabulation system creates an electronic  interpretation of voter’s preferences for each ballot—a cast vote record (CVR)—in such a,"['', '5EMVIoEAAAAJ', '3CVS_xYAAAAJ']",4
22,Publication,NEW & NOTES,['CYA Vote'],2004,History of Psychology,"This article is comprised of the latest information about the Society for the History of Psychology  on the Division 26. The news consists of membership, donations, conference information",[''],0
23,Publication,Cast off cynicism and cast your vote,['BM Birky'],2008,Peer Review,"for the candidates, and cast our votes in our handmade polling  on election Day, I could cast  my own vote. That was my first  participate in the process, to record my vote--even when the",[''],0
24,Publication,Response validity: Vote report,['AR Clausen'],1968,The public opinion quarterly,"for President-official record of vote. The four respondents in this category reported that they  had voted but not for President. The official record confirms that they did in fact vote, and we",[''],382
25,Publication,""" Peace Is Better Th· an-War, Because In Peace the Sons Bury the Fathers,· But In War the Fathers Bury the Sons''","['CY Vote', 'HY Heard']",NA,NA,"To help our College become fully operational, a number of faculty committees with student  representatives have been organized. However, the student members on these committees","['', '']",0
26,Publication,Preserving Anonymity of Cast Vote Record,"['J McCarthy', 'N McBurnett', 'H Branscomb', 'R Rivest']",2018,NA,,"['', '', '', '']",3
27,Publication,MISSISSIPPIAN,['CY VOTE'],2016,NA,"He has posted a 14-8 record in 22 starts at Ole Miss and led the Rebels to a 10-3 mark a  year ago, culminating in a Sugar Bowl win against Oklahoma State. Ole Miss travels to College",[''],0
28,Publication,Record vote for Senate elections,['G Swanson'],1978,Courier,"Record vote for Senate elections By Gary Swanson A record turnout of 1,386 students cast   This total was almost double the previous record of 779 voters in spring of 1971. In the",[''],0
29,Publication,McAllister Elected President in Record Vote,"['JL Harris', ""I you doubt what I've""]",NA,NA,"indicative of the number of ballots cast, as the total number was 559, representing 65% of  the student body. This percentage set a threeyear voting record indicating a revival of student","['', '']",0
