,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
12,Publication,"CSP codes for CVS, ThreeBallot, Prêta Voter and vVote Voting Systems. May 2013",['M Moran'],NA,NA,,[''],2
13,Publication,VVote Trading in International OrganizationsV,['O Eldar'],2004,NA,,[''],2
14,Publication,Secure and verifiable electronic voting in practice: The use of vVote in the Victorian state election. 2016,"['C Burton', 'C Culnane', 'S Schneider']",NA,NA,,"['', '', '']",1
15,Publication,Acte de vote,"['Y Déloye', 'B Voutat']",2018,"Hélène Michel, Sandrine Lévêque, Jean-Gabriel …",La dynamique collective qui se construit à I'intérieur de la science politique autour de I'analyse  du vote trouve finalement un débouché éditorial dans plusieurs numéros des Actes de la,"['tcskLPYAAAAJ', '']",128
16,Publication,La mesure du pouvoir de vote,"['NG Andjiga', 'F Chantreuil']",2003,… et sciences humaines …,mesures possibles du pouvoir de vote. Nous appliquons ensuite ces différentes mesures  `a l’analyse de la répartition du pouvoir de vote au sein du Conseil de l’Union européenne (,"['', '']",37
17,Publication,"La répartition des droits de vote, leur exercice et l'efficacité économique","['J Hamon', 'JJ Hamon']",2001,Revue d'économie financière,"nouvelles dont les droits de vote sont inférieurs. Les insiders , conservent les actions à fort  droit de vote et souvent renforcent leur pouvoir de vote à l'occasion de cette opération ; - la","['', '']",23
18,Publication,Le vote,['O Ihl'],2000,NA,Résumé : La supériorité du vote est de nos jours proclamée par toutes les chartes  Mais  que savons-nous au juste de cette procédure de désignation ? D'où vient-elle et comment s'est-,['FMgwcZYAAAAJ'],62
19,Publication,Le vote des Françaises,['AS Bouglé-Moalic'],2012,Cent ans de débat (1848-1944) …,"en 1848, de cette réforme. Entre ces deux dates, l’idée même de droit de vote féminin connaît  une longue évolution. Celle-ci est ici analysée à la fois dans une perspective de genre, en",[''],23
20,Publication,Le droit de vote des actionnaires,['P Ledoux'],2000,NA,de privation du droit de vote : loin d'annoncer l'existence d'un principe d'interdiction du vote  de celui  limitatif des hypotheses de privation edictees par le legislateur demontre la validite,[''],11
21,Publication,Tessères frumentaires et tessères de vote,['C Nicolet'],1976,Publications de l'École Française de Rome,"était synonyme de tabellas et désignait des bulletins de vote,  Mais loculus ne désigne pas  une urne de vote, qui se dit cista le bulletin de vote (tabella) que l'électeur reçoit avant de voter",[''],13
22,Publication,Une expérience de vote par assentiment lors de l'élection présidentielle française de 2002,"['JF Laslier', 'K Van der Straeten']",2004,Revue française de science politique,"de vote : dans l’unique bureau de vote de la commune de Gy-les-Nonains (Loiret) et dans  cinq des douze bureaux de vote de  Institut d’études politiques de Paris, dont nous présentons","['Ldz1KXgAAAAJ', 'EWE9-V8AAAAJ']",34
23,Publication,"Vote et communautarisme au Cameroun:“un vote de coeur, de sang et de raison”",['HL Menthong'],1998,Politique africaine,"restructuration du champ de la com- * L’expression (( un vote de cœur, de sang et de raison  u a  , originaire comme lui de la région du Sud du Cameroun, lors de la campagne électorale",[''],55
24,Publication,Le système de vote par note à trois niveaux: étude d'un nouveau mode de scrutin,"['H Smaoui', 'D Lepelley']",2013,Revue d'économie politique,de vote par évaluation utilisant une échelle composée de deux notes (1 et 0 par exemple). Il  existe évidement autant de systèmes de vote  à-dire une infinité de choix possibles. Hillinger,"['', 'ZcDd1asAAAAJ']",12
25,Publication,Les fonctions de vote: un survol de la littérature,['A Auberger'],2004,L'actualité économique,"’objet de cet article est de présenter les fonctions de vote et le comportement des électeurs.  Les fonctions de vote  Aux États-Unis, les fonctions de vote pour les élections présidentielles",['imwVwIIAAAAJ'],12
26,Publication,La France qui vote,"['F Bon', 'JP Cheylan']",1988,NA,,"['', '']",104
27,Publication,Les déterminants économiques du vote 1976-2006: trente ans de fonctions de vote en France,['E Dubois'],2007,Revue d'économie politique,"le vote en faveur de la gauche par exemple, tient au fait que, longtemps, le vote à gauche a  été assimilé à un vote de  ont eux aussi opté pour une variable de vote en termes de sortant.",[''],23
28,Publication,"Vote par approbation, vote par note","['A Baujard', 'F Gavrel', 'H Igersheim', 'JF Laslier', 'I Lebon']",2013,Revue économique,"de vote de Louvigny, dans le bureau de la Terrasse à Saint-Étienne et dans les deux bureaux  de la salle de  , la coopération des municipalités et l’aide de nombreux volontaires [1]. La","['', '', '', 'Ldz1KXgAAAAJ', '']",28
29,Publication,"UN OUTIL D'ANALYSE ÉLECTORALE EN COURS DE CRÉATION: CARTELEC, un SIG au niveau des bureaux de vote français","['A Jadot', 'M Bussi', 'C Colange']",2010,Le monde des …,,"['', '', '']",14
